"","name","location","affiliation"
"http://data.linkededucation.org/resource/lak/person/thomas-l-griffiths","Thomas L. Griffiths","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-california"
"http://data.linkededucation.org/resource/lak/person/yue-gong","Yue Gong","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/james-a-bernauer","James A. Bernauer","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/sess-robert-morris-university"
"http://data.linkededucation.org/resource/lak/person/jhonny-estrella","Jhonny Estrella","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-lima"
"http://data.linkededucation.org/resource/lak/person/cesar-hervas","Cesar Hervas","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/cordoba-university"
"http://data.linkededucation.org/resource/lak/person/donatella-merlini","Donatella Merlini","http://dbpedia.org/resource/Italia","http://data.linkededucation.org/resource/lak/organization/dipartimento-di-sistemi-e-informatica"
"http://data.linkededucation.org/resource/lak/person/sherry-hsi","Sherry Hsi","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/center-for-technology-innovation"
"http://data.linkededucation.org/resource/lak/person/junichi-kakegawa","Junichi Kakegawa","http://dbpedia.org/resource/Japan","http://data.linkededucation.org/resource/lak/organization/hyogo-university-of-teacher-education"
"http://data.linkededucation.org/resource/lak/person/jay-c-powell","Jay C. Powell","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/sess-robert-morris-university"
"http://data.linkededucation.org/resource/lak/person/thomas-lotze","Thomas Lotze","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/grockit,-inc"
"http://data.linkededucation.org/resource/lak/person/carlos-de-castro","Carlos De Castro","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-cordoba"
"http://data.linkededucation.org/resource/lak/person/jon-dron","Jon Dron","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/athabasca-university"
"http://data.linkededucation.org/resource/lak/person/elizabeth-a-mclaughlin","Elizabeth A. Mclaughlin","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/carol-forsyth","Carol Forsyth","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-memphis"
"http://data.linkededucation.org/resource/lak/person/david-g-cooper","David G. Cooper","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-massachusetts"
"http://data.linkededucation.org/resource/lak/person/matthew-d-pistilli","Matthew D. Pistilli","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/purdue-university"
"http://data.linkededucation.org/resource/lak/person/haiyun-bian","Haiyun Bian","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/metropolitan-state-college-of-denver"
"http://data.linkededucation.org/resource/lak/person/jose-antonio-moran","Jose Antonio Moran","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universitat-oberta-de-catalunya--uoc-"
"http://data.linkededucation.org/resource/lak/person/u-schroeder","U. Schroeder","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/rwth-aachen-university"
"http://data.linkededucation.org/resource/lak/person/benjamin-shih","Benjamin Shih","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/n-trcka","N. Trcka","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/jean-marc-labat","Jean-marc Labat","http://dbpedia.org/resource/France","http://data.linkededucation.org/resource/lak/organization/laboratoire-de-paris-6"
"http://data.linkededucation.org/resource/lak/person/judy-kay","Judy Kay","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/greg-logan","Greg Logan","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-saskatchewan"
"http://data.linkededucation.org/resource/lak/person/claudia-antunes","Claudia Antunes","http://dbpedia.org/resource/Portugal","http://data.linkededucation.org/resource/lak/organization/technical-university-of-lisbon"
"http://data.linkededucation.org/resource/lak/person/s-isotani","S. Isotani","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/v-kisimov","V. Kisimov","http://dbpedia.org/resource/Bulgaria","http://data.linkededucation.org/resource/lak/organization/university-of-national-and-world-economy"
"http://data.linkededucation.org/resource/lak/person/pokpong-songmuang","Pokpong Songmuang","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/university-of-electro-communications"
"http://data.linkededucation.org/resource/lak/person/roland-hubscher","Roland Hubscher","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/bentley-college"
"http://data.linkededucation.org/resource/lak/person/sten-govaerts","Sten Govaerts","http://dbpedia.org/resource/Belgium","http://data.linkededucation.org/resource/lak/organization/kuleuven"
"http://data.linkededucation.org/resource/lak/person/michel-c-desmarais","Michel C. Desmarais","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/ecole-polytechnique-de-montreal"
"http://data.linkededucation.org/resource/lak/person/suchismita-srinivas","Suchismita Srinivas","http://dbpedia.org/resource/India","http://data.linkededucation.org/resource/lak/organization/educational-initiatives-pvt-ltd"
"http://data.linkededucation.org/resource/lak/person/aatish-salvi","Aatish Salvi","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/eitel-jm-lauria","Eitel J.M. Lauria","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/marist-college"
"http://data.linkededucation.org/resource/lak/person/jon-m-fincham","Jon M. Fincham","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/carrie-demmans-epp","Carrie Demmans Epp","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-saskatchewan"
"http://data.linkededucation.org/resource/lak/person/g-akcaponar","G. Akcaponar","http://dbpedia.org/resource/Turkey","http://data.linkededucation.org/resource/lak/organization/hacettepe-university"
"http://data.linkededucation.org/resource/lak/person/steve-ritter","Steve Ritter","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-learning-inc"
"http://data.linkededucation.org/resource/lak/person/james-c-lester","James C. Lester","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/north-carolina-state-university"
"http://data.linkededucation.org/resource/lak/person/e-cambranes","E. Cambranes","http://dbpedia.org/resource/Mexico","http://data.linkededucation.org/resource/lak/organization/universidad-autonoma-de-yucatan"
"http://data.linkededucation.org/resource/lak/person/anna-schmidt","Anna Schmidt","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/saarland-university"
"http://data.linkededucation.org/resource/lak/person/john-r-anderson","John R. Anderson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/judi-mccuaig","Judi Mccuaig","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-guelph"
"http://data.linkededucation.org/resource/lak/person/schreurs-bieke","Schreurs Bieke","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/open-universiteit"
"http://data.linkededucation.org/resource/lak/person/ruth-deakin-crick","Ruth Deakin Crick","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/university-of-bristol"
"http://data.linkededucation.org/resource/lak/person/boris-wenzlaff","Boris Wenzlaff","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/hochschule-fur-technik-und-wirtschaft"
"http://data.linkededucation.org/resource/lak/person/lorenzo-moreno","Lorenzo Moreno","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-la-laguna"
"http://data.linkededucation.org/resource/lak/person/daniel-dickison","Daniel Dickison","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/carnegie-learning-inc"
"http://data.linkededucation.org/resource/lak/person/maria-bielikova","Maria Bielikova","http://dbpedia.org/resource/Slovak","http://data.linkededucation.org/resource/lak/organization/university-of-technology"
"http://data.linkededucation.org/resource/lak/person/nazim-rahman","Nazim Rahman","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/athabasca-university"
"http://data.linkededucation.org/resource/lak/person/mike-sharkey","Mike Sharkey","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/apollo-group"
"http://data.linkededucation.org/resource/lak/person/noboru-matsuda","Noboru Matsuda","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/adriana-mjb-de-carvalho","Adriana M.j.b. De Carvalho","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/yue-cui","Yue Cui","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/aneesha-bakharia","Aneesha Bakharia","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-queensland"
"http://data.linkededucation.org/resource/lak/person/robert-bramucci","Robert Bramucci","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/south-orange-county-community-college-district"
"http://data.linkededucation.org/resource/lak/person/samira-sadat-sajadi","Samira Sadat Sajadi","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/brunel-business-school"
"http://data.linkededucation.org/resource/lak/person/jonathan-wood","Jonathan Wood","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-memphis"
"http://data.linkededucation.org/resource/lak/person/carina-s-gonzalez","Carina S. Gonzalez","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-la-laguna"
"http://data.linkededucation.org/resource/lak/person/michelle-m-lamar","Michelle M. Lamar","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-california"
"http://data.linkededucation.org/resource/lak/person/rebecca-barber","Rebecca Barber","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/apollo-group"
"http://data.linkededucation.org/resource/lak/person/evandro-db-costa","Evandro D.b. Costa","http://dbpedia.org/resource/Brasil","http://data.linkededucation.org/resource/lak/organization/universidade-federal-de-alagoas"
"http://data.linkededucation.org/resource/lak/person/zhiqiang-cai","Zhiqiang Cai","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-memphis"
"http://data.linkededucation.org/resource/lak/person/j-good","J. Good","http://dbpedia.org/resource/United_Kingdom","http://data.linkededucation.org/resource/lak/organization/university-of-sussex"
"http://data.linkededucation.org/resource/lak/person/ad-feelders","Ad Feelders","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/utrecht-university"
"http://data.linkededucation.org/resource/lak/person/ronald-macintyre","Ronald Macintyre","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/the-open-university-in-scotland"
"http://data.linkededucation.org/resource/lak/person/sabine-graf","Sabine Graf","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/athabasca-university"
"http://data.linkededucation.org/resource/lak/person/cindy-ives","Cindy Ives","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/athabasca-university"
"http://data.linkededucation.org/resource/lak/person/rajibussalim","Rajibussalim","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/diego-garcia-saiz","Diego Garcia-saiz","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-cantabria"
"http://data.linkededucation.org/resource/lak/person/jm-luna","J.m Luna","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-cordoba"
"http://data.linkededucation.org/resource/lak/person/tim-mckay","Tim McKay","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-michigan"
"http://data.linkededucation.org/resource/lak/person/anthony-rojas","Anthony Rojas","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/koichiro-morihiro","Koichiro Morihiro","http://dbpedia.org/resource/Japan","http://data.linkededucation.org/resource/lak/organization/hyogo-university-of-teacher-education"
"http://data.linkededucation.org/resource/lak/person/guenter-beham","Guenter Beham","http://dbpedia.org/resource/Austria","http://data.linkededucation.org/resource/lak/organization/know-center-gmbh"
"http://data.linkededucation.org/resource/lak/person/julie-johnson","Julie Johnson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/vanderbilt-university"
"http://data.linkededucation.org/resource/lak/person/j-holden-hill","J. Holden Hill","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/ball-state-university"
"http://data.linkededucation.org/resource/lak/person/a-kharrufa","A. Kharrufa","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/newcastle-university"
"http://data.linkededucation.org/resource/lak/person/jose-raul-romero","Jose Raul Romero","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-cordoba"
"http://data.linkededucation.org/resource/lak/person/carl-gutwin","Carl Gutwin","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-saskatchewan"
"http://data.linkededucation.org/resource/lak/person/pedro-g-espejo","Pedro G. Espejo","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/cordoba-university"
"http://data.linkededucation.org/resource/lak/person/john-brecht","John Brecht","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/sri-international"
"http://data.linkededucation.org/resource/lak/person/p-jarusek","P. Jarusek","http://dbpedia.org/resource/Czech_Republic","http://data.linkededucation.org/resource/lak/organization/masaryk-university"
"http://data.linkededucation.org/resource/lak/person/abelardo-pardo","Abelardo Pardo","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-carlos-iii-of-madrid"
"http://data.linkededucation.org/resource/lak/person/weisi-duan","Weisi Duan","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/yan-ping-xin","Yan Ping Xin","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/purdue-university"
"http://data.linkededucation.org/resource/lak/person/julia-baldwin","Julia Baldwin","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-guelph"
"http://data.linkededucation.org/resource/lak/person/collin-lynch","Collin Lynch","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-pittsburgh"
"http://data.linkededucation.org/resource/lak/person/vh-menendez","V.h. Menendez","http://dbpedia.org/resource/Mexico","http://data.linkededucation.org/resource/lak/organization/autonomous-university-of-yucatan"
"http://data.linkededucation.org/resource/lak/person/jennifer-l-sabourin","Jennifer L. Sabourin","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/north-carolina-state-university"
"http://data.linkededucation.org/resource/lak/person/simon-buckingham-shum","Simon Buckingham Shum","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/the-open-university"
"http://data.linkededucation.org/resource/lak/person/michael-v-yudelson","Michael V. Yudelson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/p-pavlik-jr","P. Pavlik Jr","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/matthew-w-johnson","Matthew W. Johnson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-north-carolina-at-charlotte"
"http://data.linkededucation.org/resource/lak/person/zachary-a-pardos","Zachary A. Pardos","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/ryo-nagata","Ryo Nagata","http://dbpedia.org/resource/Japan","http://data.linkededucation.org/resource/lak/organization/konan-university"
"http://data.linkededucation.org/resource/lak/person/c-i-ezeife","C. I. Ezeife","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-windsor"
"http://data.linkededucation.org/resource/lak/person/kelly-rivers","Kelly Rivers","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/anna-katrina-dominguez","Anna Katrina Dominguez","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/a-al-qaraghuli","A. Al-qaraghuli","http://dbpedia.org/resource/Malaysia","http://data.linkededucation.org/resource/lak/organization/ukm"
"http://data.linkededucation.org/resource/lak/person/fintan-clear","Fintan Clear","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/brunel-business-school"
"http://data.linkededucation.org/resource/lak/person/mae-lynn-germany","Mae-lynn Germany","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-memphis"
"http://data.linkededucation.org/resource/lak/person/gail-w-kusbit","Gail W. Kusbit","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/kalina-yacef","Kalina Yacef","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/matt-bachmann","Matt Bachmann","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/jessica-kalka","Jessica Kalka","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/saif-rayyan","Saif Rayyan","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/massachusetts-institute-of-technology"
"http://data.linkededucation.org/resource/lak/person/jin-soung-yoo","Jin Soung Yoo","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/indiana-university-purdue-university"
"http://data.linkededucation.org/resource/lak/person/sebastian-schwarzrock","Sebastian Schwarzrock","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/beuth-hochschule-fur-technik-berlin"
"http://data.linkededucation.org/resource/lak/person/pamela-jordan","Pamela Jordan","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-pittsburgh"
"http://data.linkededucation.org/resource/lak/person/annalies-vuong","Annalies Vuong","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-learning-inc"
"http://data.linkededucation.org/resource/lak/person/dovan-rai","Dovan Rai","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/kon-shing-kenneth-chung","Kon Shing Kenneth Chung","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/the-university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/qing-yang-wang","Qing Yang Wang","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/jan-geryk","Jan Geryk","http://dbpedia.org/resource/Czech_Republic","http://data.linkededucation.org/resource/lak/organization/masaryk-university"
"http://data.linkededucation.org/resource/lak/person/joseph-e-beck","Joseph E. Beck","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/marek-hatala","Marek Hatala","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/simon-fraser-university"
"http://data.linkededucation.org/resource/lak/person/julia-minguillon","Julia Minguillon","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universitat-oberta-de-catalunya--uoc-"
"http://data.linkededucation.org/resource/lak/person/jorge-chue","Jorge Chue","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-lima"
"http://data.linkededucation.org/resource/lak/person/j-r-quevedo","J. R. Quevedo","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/oviedo-university"
"http://data.linkededucation.org/resource/lak/person/jan-m-vleeshouwers","Jan M. Vleeshouwers","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/elpida-makriyannis","Elpida Makriyannis","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/the-open-university"
"http://data.linkededucation.org/resource/lak/person/aleksandar-giljanovic","Aleksandar Giljanovic","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/simon-fraser-university"
"http://data.linkededucation.org/resource/lak/person/jung-in-lee","Jung In Lee","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/lisa-rossi","Lisa Rossi","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/hui-soo-chae","Hui Soo Chae","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/edlab"
"http://data.linkededucation.org/resource/lak/person/me-prieto-mendez","M.e. Prieto-mendez","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-castilla-la-mancha"
"http://data.linkededucation.org/resource/lak/person/jafar-habibi","Jafar Habibi","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/sharif-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/lanqin-zheng","Lanqin Zheng","http://dbpedia.org/resource/China","http://data.linkededucation.org/resource/lak/organization/beijing-normal-university"
"http://data.linkededucation.org/resource/lak/person/maomi-ueno","Maomi Ueno","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/university-of-electro-communications"
"http://data.linkededucation.org/resource/lak/person/eliana-scheihing","Eliana Scheihing","http://dbpedia.org/resource/Chile","http://data.linkededucation.org/resource/lak/organization/universidad-austral-de-chile"
"http://data.linkededucation.org/resource/lak/person/xiaoxun-sun","Xiaoxun Sun","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/australian-council-for-educational-research"
"http://data.linkededucation.org/resource/lak/person/nobuko-fujita","Nobuko Fujita","http://dbpedia.org/resource/Denmark","http://data.linkededucation.org/resource/lak/organization/centre-for-applied-information-and-communication-technology---copenhagen-business-school"
"http://data.linkededucation.org/resource/lak/person/k-wauters","K. Wauters","http://dbpedia.org/resource/Belgium","http://data.linkededucation.org/resource/lak/organization/katholieke-universiteit-leuven"
"http://data.linkededucation.org/resource/lak/person/paul-gestwicki","Paul Gestwicki","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/ball-state-university"
"http://data.linkededucation.org/resource/lak/person/ronit-azran","Ronit Azran","http://dbpedia.org/resource/Israel","http://data.linkededucation.org/resource/lak/organization/tel-aviv-university"
"http://data.linkededucation.org/resource/lak/person/reihaneh-rabbany-k","Reihaneh Rabbany K.","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-alberta"
"http://data.linkededucation.org/resource/lak/person/m-feng","M. Feng","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/sri-international"
"http://data.linkededucation.org/resource/lak/person/christopher-a-brooks","Christopher A. Brooks","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-saskatchewan"
"http://data.linkededucation.org/resource/lak/person/gord-mccalla","Gord Mccalla","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-saskatchewan"
"http://data.linkededucation.org/resource/lak/person/john-s-kinnebrew","John S. Kinnebrew","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/vanderbilt-university"
"http://data.linkededucation.org/resource/lak/person/gerd-kortemeyer","Gerd Kortemeyer","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/massachusetts-institute-of-technology"
"http://data.linkededucation.org/resource/lak/person/r-legaspi","R. Legaspi","http://dbpedia.org/resource/Japan","http://data.linkededucation.org/resource/lak/organization/osaka-university"
"http://data.linkededucation.org/resource/lak/person/af-nwaigwe","A.f. Nwaigwe","http://dbpedia.org/resource/Nigeria","http://data.linkededucation.org/resource/lak/organization/american-university-of-nigeria"
"http://data.linkededucation.org/resource/lak/person/paulo-blikstein","Paulo Blikstein","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/"
"http://data.linkededucation.org/resource/lak/person/anna-n-rafferty","Anna N. Rafferty","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-california"
"http://data.linkededucation.org/resource/lak/person/e-cougun","E. Cougun","http://dbpedia.org/resource/Turkey","http://data.linkededucation.org/resource/lak/organization/hacettepe-university"
"http://data.linkededucation.org/resource/lak/person/b-mostafavi","B. Mostafavi","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-north-carolina-at-charlotte"
"http://data.linkededucation.org/resource/lak/person/hannie-gijlers","Hannie Gijlers","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/university-of-twente"
"http://data.linkededucation.org/resource/lak/person/adam-nakama","Adam Nakama","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/sunghwan-mac-kim","Sunghwan Mac Kim","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/ivan-bratko","Ivan Bratko","http://dbpedia.org/resource/Slovenia","http://data.linkededucation.org/resource/lak/organization/university-of-ljubljana"
"http://data.linkededucation.org/resource/lak/person/leyla-zhuhadar","Leyla Zhuhadar","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-louisville"
"http://data.linkededucation.org/resource/lak/person/jack-mostow","Jack Mostow","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/alejandro-villarreal","Alejandro Villarreal","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/polytechnique-montreal"
"http://data.linkededucation.org/resource/lak/person/toon-calders","Toon Calders","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/steven-lonn","Steven Lonn","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-michigan"
"http://data.linkededucation.org/resource/lak/person/devan-rosen","Devan Rosen","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-hawaii"
